N\tthreads\tFLOPS
100 \t 1 \t 2116399
200 \t 1 \t 4944148
300 \t 1 \t 12742153
400 \t 1 \t 27618756
500 \t 1 \t 52267690
600 \t 1 \t 88933030
700 \t 1 \t 140154137
800 \t 1 \t 208465979
900 \t 1 \t 295994750
1000 \t 1 \t 404273112
1100 \t 1 \t 539647697
1200 \t 1 \t 697019111
1300 \t 1 \t 887895904
1400 \t 1 \t 1106399288
1500 \t 1 \t 1360410991
1600 \t 1 \t 1652599375
1700 \t 1 \t 1981728451
1800 \t 1 \t 2349639681
1900 \t 1 \t 2763060160
2000 \t 1 \t 3218362296
2100 \t 1 \t 3733358319
2200 \t 1 \t 4287170042
2300 \t 1 \t 4898516696
2400 \t 1 \t 5561343535
2500 \t 1 \t 6285841701
2600 \t 1 \t 7075888867
2700 \t 1 \t 7923919705
2800 \t 1 \t 8829309261
2900 \t 1 \t 9820275507
3000 \t 1 \t 10853521148
3100 \t 1 \t 11992812363
3200 \t 1 \t 13180784872
3300 \t 1 \t 14455634832
3400 \t 1 \t 15813276590
3500 \t 1 \t 17250079823
3600 \t 1 \t 18768687997
3700 \t 1 \t 20376755359
3800 \t 1 \t 22059700835
3900 \t 1 \t 23867407409
4000 \t 1 \t 25734915076
4100 \t 1 \t 27743937391
4200 \t 1 \t 29788818574
4300 \t 1 \t 31968295347
4400 \t 1 \t 34256803425
4500 \t 1 \t 36646545128
4600 \t 1 \t 39123744402
4700 \t 1 \t 41771324134
4800 \t 1 \t 44449401361
4900 \t 1 \t 47317517353
5000 \t 1 \t 50249624626
5100 \t 1 \t 53326462698
5200 \t 1 \t 56547191731
5300 \t 1 \t 59873455840
5400 \t 1 \t 63307255573
5500 \t 1 \t 66890891166
5600 \t 1 \t 70576085345
5700 \t 1 \t 74484228159
5800 \t 1 \t 78440802318
5900 \t 1 \t 82614151720
6000 \t 1 \t 86816289500
6100 \t 1 \t 91231494825
6200 \t 1 \t 95823815278
6300 \t 1 \t 100537161827
6400 \t 1 \t 105361677355
6500 \t 1 \t 110433947035
6600 \t 1 \t 115524985644
6700 \t 1 \t 120938395112
6800 \t 1 \t 126390435071
6900 \t 1 \t 132050862733
7000 \t 1 \t 137891829015
7100 \t 1 \t 143888532485
7200 \t 1 \t 150045438790
7300 \t 1 \t 156387002557
7400 \t 1 \t 162849968098
7500 \t 1 \t 169616376718
7600 \t 1 \t 176436428703
7700 \t 1 \t 183601157264
7800 \t 1 \t 190729250246
7900 \t 1 \t 198162844940
8000 \t 1 \t 205804393581
8100 \t 1 \t 213622208978
8200 \t 1 \t 221687249769
8300 \t 1 \t 229899784155
8400 \t 1 \t 238173150360
8500 \t 1 \t 246877279490
8600 \t 1 \t 255623221033
8700 \t 1 \t 264648429544
8800 \t 1 \t 273943504085
8900 \t 1 \t 283392770836
9000 \t 1 \t 292999602953
9100 \t 1 \t 302879671022
9200 \t 1 \t 312894667748
9300 \t 1 \t 323367711322
9400 \t 1 \t 333826967021
9500 \t 1 \t 344714378727
9600 \t 1 \t 355536524900
9700 \t 1 \t 366768899414
9800 \t 1 \t 378309294850
9900 \t 1 \t 390013829758
10000 \t 1 \t 401984307832
10100 \t 1 \t 414169754050
10200 \t 1 \t 426393460976
10300 \t 1 \t 439252372516
10400 \t 1 \t 452067722096
10500 \t 1 \t 465380415437
10600 \t 1 \t 478696636252
10700 \t 1 \t 492379086197
10800 \t 1 \t 506295574836
10900 \t 1 \t 520496495601
11000 \t 1 \t 534839438139
11100 \t 1 \t 549723307032
11200 \t 1 \t 564595814112
11300 \t 1 \t 580087993943
11400 \t 1 \t 595373881314
11500 \t 1 \t 611187447484
11600 \t 1 \t 627314880232
11700 \t 1 \t 643686639933
11800 \t 1 \t 660447885637
11900 \t 1 \t 677388678651
12000 \t 1 \t 694332917975
12100 \t 1 \t 712030835345
12200 \t 1 \t 729689884713
12300 \t 1 \t 748057790641
12400 \t 1 \t 766305171505
12500 \t 1 \t 785003304702
12600 \t 1 \t 803890862623
12700 \t 1 \t 823193042342
12800 \t 1 \t 842637756101
12900 \t 1 \t 862847455276
13000 \t 1 \t 882909298084
13100 \t 1 \t 903669572899
13200 \t 1 \t 924186599263
13300 \t 1 \t 945361688407
13400 \t 1 \t 966995971453
13500 \t 1 \t 988817536143
13600 \t 1 \t 1011014867869
13700 \t 1 \t 1033491300482
13800 \t 1 \t 1055921633857
13900 \t 1 \t 1079398465541
14000 \t 1 \t 1102677377353
14100 \t 1 \t 1126740252999
14200 \t 1 \t 1150692563821
14300 \t 1 \t 1175186647853
14400 \t 1 \t 1199982753972
14500 \t 1 \t 1225168880075
14600 \t 1 \t 1250762523344
14700 \t 1 \t 1276651835976
14800 \t 1 \t 1302676708311
14900 \t 1 \t 1329668099976
15000 \t 1 \t 1356186347842
15100 \t 1 \t 1383505732620
15200 \t 1 \t 1411251921023
15300 \t 1 \t 1439303453916
15400 \t 1 \t 1467906734876
15500 \t 1 \t 1496701613624
15600 \t 1 \t 1525389243148
15700 \t 1 \t 1555241829684
15800 \t 1 \t 1584914213990
15900 \t 1 \t 1615909225346
16000 \t 1 \t 1646095865531
16100 \t 1 \t 1677168710703
16200 \t 1 \t 1708700981563
16300 \t 1 \t 1740554333721
16400 \t 1 \t 1773007936297
16500 \t 1 \t 1805653081324
16600 \t 1 \t 1838151796743
16700 \t 1 \t 1871943376933
16800 \t 1 \t 1905505734022
16900 \t 1 \t 1940259406292
17000 \t 1 \t 1974629842380
17100 \t 1 \t 2009697669621
17200 \t 1 \t 2044968987006
17300 \t 1 \t 2080862263447
17400 \t 1 \t 2116870089457
17500 \t 1 \t 2154139494416
17600 \t 1 \t 2190985346546
17700 \t 1 \t 2228960727577
17800 \t 1 \t 2266343595600
17900 \t 1 \t 2304774356738
18000 \t 1 \t 2343887148088
18100 \t 1 \t 2383187916742
18200 \t 1 \t 2423014974670
18300 \t 1 \t 2463192919012
18400 \t 1 \t 2503142753506
18500 \t 1 \t 2544805115540
18600 \t 1 \t 2585968332815
18700 \t 1 \t 2628368051002
18800 \t 1 \t 2670424578977
18900 \t 1 \t 2713285482507
19000 \t 1 \t 2756529305022
19100 \t 1 \t 2800304162111
19200 \t 1 \t 2844169148655
19300 \t 1 \t 2889337985914
